Temperature,Vibration,Pressure,Flow_Rate,Current,Voltage,FFT_Temp_0,FFT_Vib_0,FFT_Pres_0,FFT_Temp_1,FFT_Vib_1,FFT_Pres_1,FFT_Temp_2,FFT_Vib_2,FFT_Pres_2,FFT_Temp_3,FFT_Vib_3,FFT_Pres_3,FFT_Temp_4,FFT_Vib_4,FFT_Pres_4,FFT_Temp_5,FFT_Vib_5,FFT_Pres_5,FFT_Temp_6,FFT_Vib_6,FFT_Pres_6,FFT_Temp_7,FFT_Vib_7,FFT_Pres_7,FFT_Temp_8,FFT_Vib_8,FFT_Pres_8,FFT_Temp_9,FFT_Vib_9,FFT_Pres_9,Fault_Type
74.38590048,3.410457205,96.91477763,9.812727623,15.06789256,235.9832181,710.4670883,31.90172806,936.8410104,6.998141054,1.868560305,26.8967732,18.08101263,0.920198627,20.52782785,6.290264081,0.673267212,33.53157797,15.03313515,2.011189891,25.42989791,0.860627233,2.255125374,39.63250594,15.03313515,2.011189891,25.42989791,6.290264081,0.673267212,33.53157797,18.08101263,0.920198627,20.52782785,6.998141054,1.868560305,26.8967732,1
72.94209462,3.236583151,93.71648009,12.6515933,10.78331084,227.3354781,720.1124206,31.50444877,953.5159353,15.69828825,1.730284284,11.27069135,18.97885146,0.616544133,27.94486542,6.611338149,1.025002495,20.91211706,22.64426233,2.019332656,19.86289897,10.50595954,1.857846085,56.30743089,22.64426233,2.019332656,19.86289897,6.611338149,1.025002495,20.91211706,18.97885146,0.616544133,27.94486542,15.69828825,1.730284284,11.27069135,0
70.67461675,3.463703053,93.5002895,7.425672863,12.04502062,220.0878365,721.3121878,31.11879896,963.9169525,16.45763828,1.454527166,12.1583078,20.17780108,0.887304263,24.67295891,7.154413715,0.83143215,30.97487757,21.45237892,2.232868457,27.06145566,9.306192276,2.243495889,45.90641372,21.45237892,2.232868457,27.06145566,7.154413715,0.83143215,30.97487757,20.17780108,0.887304263,24.67295891,16.45763828,1.454527166,12.1583078,1
70.57574691,3.351754725,96.32775695,7.20576363,15.59604003,217.6231668,720.4400175,30.06899123,985.214962,16.40614395,0.497414194,32.81690559,19.95578111,1.84132318,5.490036375,8.005748128,0.634357702,35.70248316,20.82037424,1.25883325,5.80260748,8.434021942,1.193688157,67.20442318,20.82037424,1.25883325,5.80260748,8.005748128,0.634357702,35.70248316,19.95578111,1.84132318,5.490036375,16.40614395,0.497414194,32.81690559,0
70.02864554,3.266852964,97.32417682,8.832801347,14.76279797,220.7660907,722.8826778,31.48472032,981.525789,15.17080766,1.910542397,29.59561111,17.91957403,2.29475249,9.110450855,8.616687491,1.180139601,39.31398301,20.55385665,0.216973299,3.106569603,5.99136165,0.222040932,70.89359616,20.55385665,0.216973299,3.106569603,8.616687491,1.180139601,39.31398301,17.91957403,2.29475249,9.110450855,15.17080766,1.910542397,29.59561111,0
70.10093061,3.010938293,94.85473679,12.0767577,13.26262767,214.8823644,728.7853533,31.48051,943.035919,10.30384642,1.907062842,38.23981342,13.6241223,2.290763962,40.98044632,13.65349976,1.179536318,51.66786179,18.02091394,0.221170514,38.12807488,11.89403719,0.226251248,32.40372618,18.02091394,0.221170514,38.12807488,13.65349976,1.179536318,51.66786179,13.6241223,2.290763962,40.98044632,10.30384642,1.907062842,38.23981342,0
71.10618677,3.047822344,98.00537906,6.961307849,13.55749863,198.9525049,732.1514039,31.59971645,946.8126758,6.97365216,1.95047576,34.51897864,15.724109,2.292415401,40.80315548,11.66184385,1.062288034,55.16593973,20.8137359,0.3287485,41.06863381,8.527986595,0.345457691,28.62696935,20.8137359,0.3287485,41.06863381,11.66184385,1.062288034,55.16593973,15.724109,2.292415401,40.80315548,6.97365216,1.95047576,34.51897864,0
71.41880091,2.916642558,93.86791258,4.335688804,17.08850399,240.4217791,731.4605917,31.94442719,967.4629361,7.601492951,1.902794835,18.23020469,15.10390222,1.972703993,60.77536204,12.13614811,1.265678382,60.03917259,21.50225309,0.319556111,40.27858502,7.837174309,0.00074695,49.27722958,21.50225309,0.319556111,40.27858502,12.13614811,1.265678382,60.03917259,15.10390222,1.972703993,60.77536204,7.601492951,1.902794835,18.23020469,0
73.4467372,2.949135029,94.37543012,9.097682283,13.44692228,221.55325,731.7678451,32.24638577,999.8910232,7.450464525,1.729507915,37.45358076,15.06048035,1.785871736,81.95245343,12.41174061,1.437569559,27.93118182,21.73647474,0.126063065,26.74298874,7.529920881,0.302705531,16.8491424,21.73647474,0.126063065,26.74298874,12.41174061,1.437569559,27.93118182,15.06048035,1.785871736,81.95245343,7.450464525,1.729507915,37.45358076,1
74.23379202,2.956906829,95.45921368,11.1034816,14.73572627,223.9814727,733.304772,32.71331841,995.6334371,7.803408663,1.312355245,33.23054092,13.55193346,2.102947724,83.6377259,12.71507257,1.01893642,27.79847846,21.41846792,0.544766299,24.80456424,9.066847809,0.16422711,12.59155625,21.41846792,0.544766299,24.80456424,12.71507257,1.01893642,27.79847846,13.55193346,2.102947724,83.6377259,7.803408663,1.312355245,33.23054092,0
73.9870729,3.002859953,102.1882556,12.4005235,21.50980976,219.4209225,738.9078218,31.98983915,1003.109659,12.79759511,2.034034265,38.97499601,11.83051884,1.516906948,76.21694957,7.127625046,1.381541836,35.0624818,19.61355995,1.239449288,18.81408151,3.463798051,0.887706365,5.115334162,19.61355995,1.239449288,18.81408151,7.127625046,1.381541836,35.0624818,11.83051884,1.516906948,76.21694957,12.79759511,2.034034265,38.97499601,1
73.47034879,3.24912172,98.29977874,9.073677276,10.72895209,212.648832,728.5710449,31.59973314,1010.581559,3.950709297,2.349147236,41.87570986,4.713477834,1.720048101,75.1910644,9.919084613,1.045826727,31.96866334,13.93053904,1.011857197,26.24492722,6.872978855,0.497600353,12.58723383,13.93053904,1.011857197,26.24492722,9.919084613,1.045826727,31.96866334,4.713477834,1.720048101,75.1910644,3.950709297,2.349147236,41.87570986,1
74.33826976,3.379459442,94.73927122,9.177146786,9.444471805,218.1407552,738.9613173,31.0522911,998.0723275,10.74914146,2.594396174,45.41250127,15.03760182,2.244482348,63.87163616,19.57772178,1.022503537,42.6783586,8.431498918,1.073789163,37.53126974,17.26325128,1.045042388,25.0964652,8.431498918,1.073789163,37.53126974,19.57772178,1.022503537,42.6783586,15.03760182,2.244482348,63.87163616,10.74914146,2.594396174,45.41250127,0
72.98354358,3.37080826,94.98710505,12.30780147,17.35076899,204.0060524,738.5561901,31.26407996,989.2293192,10.5367374,2.61711589,53.26582842,14.8931789,2.241661455,57.89905306,19.60265391,0.84796332,37.02701458,8.171901642,1.04076019,33.5531896,17.66837843,1.256831245,16.25345694,8.171901642,1.04076019,33.5531896,19.60265391,0.84796332,37.02701458,14.8931789,2.241661455,57.89905306,10.5367374,2.61711589,53.26582842,0
72.05832631,3.431978608,98.03337353,6.260516601,12.96407082,242.770865,740.3913764,30.51654275,1007.372225,10.52662234,2.160351494,35.61652678,13.49786657,1.537254557,50.47364083,17.91586693,0.471504193,50.15420711,6.419317501,0.810870548,42.27494829,19.50356471,2.004368455,1.889448646,6.419317501,0.810870548,42.27494829,17.91586693,0.471504193,50.15420711,13.49786657,1.537254557,50.47364083,10.52662234,2.160351494,35.61652678,0
72.36649612,3.4464172,97.78994905,9.22295845,14.04528742,207.65488,747.2260146,29.41117794,1048.169445,9.095753388,1.232909402,34.07865836,8.21997893,1.149090382,9.954536696,23.07820962,0.654430611,29.53001028,13.11758378,1.663540965,10.07334771,12.66892653,0.899003638,38.90777199,13.11758378,1.663540965,10.07334771,23.07820962,0.654430611,29.53001028,8.21997893,1.149090382,9.954536696,9.095753388,1.232909402,34.07865836,1
73.19060562,3.293541962,100.8269087,10.38084778,12.65653087,209.6803372,740.5671834,29.98000948,1073.92755,13.51964986,1.796875933,58.9505461,7.029230047,0.612615093,21.96136347,22.06725916,0.929837939,9.200182451,18.49699293,2.224642928,32.87473468,6.010095332,0.330172092,13.14966705,18.49699293,2.224642928,32.87473468,22.06725916,0.929837939,9.200182451,7.029230047,0.612615093,21.96136347,13.51964986,1.796875933,58.9505461,0
73.44329459,3.018508388,105.8826606,10.89843744,14.22059958,215.597408,747.3664693,29.34812491,1059.846598,6.721341075,1.287403362,46.52210787,13.21590384,1.149372293,16.74764633,15.72866126,0.86442195,4.913402045,22.19665659,2.713862204,46.23699835,0.78919053,0.301712479,0.931285097,22.19665659,2.713862204,46.23699835,15.72866126,0.86442195,4.913402045,13.21590384,1.149372293,16.74764633,6.721341075,1.287403362,46.52210787,0
72.73066539,2.949138367,107.1292067,8.980386614,19.79561434,232.8807572,735.6896286,28.55592181,1042.367498,17.62658216,1.388424176,43.09634522,11.49596655,1.347531383,33.78520264,11.47773962,1.588723269,17.08803253,25.91150914,2.565273958,37.88017532,12.46603124,0.490490624,16.54781469,25.91150914,2.565273958,37.88017532,11.47773962,1.588723269,17.08803253,11.49596655,1.347531383,33.78520264,17.62658216,1.388424176,43.09634522,0
75.73393715,2.778479612,101.581092,10.06888202,17.40638538,220.14509,732.0518918,28.36138873,1040.015161,20.2208855,1.560065683,44.51788253,15.13115651,1.230726971,34.91669536,7.987326275,1.485072378,15.88204383,26.45442372,2.462401531,37.19933217,8.828294447,0.295957547,14.19547741,26.45442372,2.462401531,37.19933217,7.987326275,1.485072378,15.88204383,15.13115651,1.230726971,34.91669536,20.2208855,1.560065683,44.51788253,0
75.34474191,2.806398792,100.0559148,5.023345293,17.58667054,207.638642,734.4946667,29.39633416,1027.240764,19.80500031,0.566998919,56.92522171,14.64172507,2.245501943,28.12037958,6.774771748,2.317352792,11.39416577,28.33027628,1.57398007,47.81831095,6.385519518,0.738987887,26.96987461,28.33027628,1.57398007,47.81831095,6.774771748,2.317352792,11.39416577,14.64172507,2.245501943,28.12037958,19.80500031,0.566998919,56.92522171,0
74.88766967,2.809766589,100.6475363,8.683503175,10.75131883,232.5433836,741.1955327,30.36698628,1012.222407,23.84319412,0.878736021,70.92107493,20.91060181,2.591400874,13.1677821,4.513448823,1.754144891,25.7458653,21.63601496,2.543529157,32.9516155,13.08638548,0.231664228,11.95151733,21.63601496,2.543529157,32.9516155,4.513448823,1.754144891,25.7458653,20.91060181,2.591400874,13.1677821,23.84319412,0.878736021,70.92107493,0
76.00190833,2.863727199,103.7512285,10.90701743,11.54653879,227.3100063,732.7909831,30.97183618,1017.865044,15.64249744,1.483556409,67.83740994,17.47914987,2.24453418,15.21273499,5.492280753,1.360321247,28.92178395,15.29872056,2.068831231,29.30066355,21.490935,0.373185678,6.308879714,15.29872056,2.068831231,29.30066355,5.492280753,1.360321247,28.92178395,17.47914987,2.24453418,15.21273499,15.64249744,1.483556409,67.83740994,0
75.38277129,3.046863529,107.6563034,8.035411931,6.482764022,225.3843496,732.2802279,31.31156504,1007.860583,15.16462238,1.768425039,67.72970739,17.92328783,1.911993918,22.99842344,5.615603302,1.692481836,24.92961003,15.33801067,2.158307029,30.92325289,20.98017971,0.033456822,3.695581959,15.33801067,2.158307029,30.92325289,5.615603302,1.692481836,24.92961003,17.92328783,1.911993918,22.99842344,15.16462238,1.768425039,67.72970739,0
73.7393567,3.09114537,110.3882277,10.11796844,12.57185754,227.1573424,736.063264,30.96871284,1004.32943,17.51435239,1.658137342,65.90598812,15.36484973,1.972795444,25.73980467,9.397880916,1.768225543,28.4504347,13.79960546,2.087999151,28.11766751,17.19714354,0.309395382,0.164429088,13.79960546,2.087999151,28.11766751,9.397880916,1.768225543,28.4504347,15.36484973,1.972795444,25.73980467,17.51435239,1.658137342,65.90598812,0
71.7931838,2.90478557,108.4175849,10.893745,17.87010956,243.943619,724.5579295,31.12399242,985.5031314,19.6727154,1.604460015,49.34320607,12.97934575,2.104502863,26.62776258,17.04974509,1.645562166,27.58240387,8.320319632,1.984802806,46.92265262,5.691809029,0.464674964,18.99072749,8.320319632,1.984802806,46.92265262,17.04974509,1.645562166,27.58240387,12.97934575,2.104502863,26.62776258,19.6727154,1.604460015,49.34320607,0
71.52270868,2.862511158,107.355496,9.314901598,16.55083955,241.850949,727.0629267,30.778829,969.1168376,17.45545931,1.893519745,32.98594659,15.19059243,1.858545937,18.0189662,16.64700575,1.367298611,11.20082718,7.280833992,1.652009661,34.55025174,3.186811821,0.809838376,2.604433771,7.280833992,1.652009661,34.55025174,16.64700575,1.367298611,11.20082718,15.19059243,1.858545937,18.0189662,17.45545931,1.893519745,32.98594659,0
70.89702501,3.015539634,101.6969243,10.34092754,14.33546021,213.1328466,723.7154149,31.71787327,965.1947486,20.78539487,0.964115502,30.09562635,13.10239244,1.606729544,14.13094019,13.40615087,1.930854486,13.08123061,5.089276341,0.824075427,35.09510237,0.160700009,1.748882647,6.526522793,5.089276341,0.824075427,35.09510237,13.40615087,1.930854486,13.08123061,13.10239244,1.606729544,14.13094019,20.78539487,0.964115502,30.09562635,0
72.85633524,3.026533727,94.78817799,8.074534869,14.93309915,236.2388499,738.7993766,31.66186464,970.1913817,13.75003581,1.002777516,31.26953374,12.28256001,1.660035888,16.96305716,13.41428249,1.979029843,10.96276747,10.75355918,0.813299553,33.30701175,15.24466176,1.804891286,11.52315584,10.75355918,0.813299553,33.30701175,13.41428249,1.979029843,10.96276747,12.28256001,1.660035888,16.96305716,13.75003581,1.002777516,31.26953374,0
72.81883992,3.103221867,93.18478118,9.586777441,12.93334337,223.8316819,747.1583983,32.2879089,967.1681776,19.67322427,1.097694983,32.32773326,9.698317812,1.392314913,18.66680232,5.87473916,1.944908879,7.951236281,8.082943777,1.23008879,30.94593101,6.885640067,2.430935551,14.54635988,8.082943777,1.23008879,30.94593101,5.87473916,1.944908879,7.951236281,9.698317812,1.392314913,18.66680232,19.67322427,1.097694983,32.32773326,0
74.66286177,3.357527438,93.15453163,11.22043234,15.61427665,224.9909582,737.3588914,32.45440543,986.4108435,9.874538251,1.246526807,18.67344255,19.11908106,1.535882003,6.681831665,13.1578919,2.098013452,17.59111844,16.49416724,1.06359296,11.84993765,2.913866889,2.264439025,33.78902577,16.49416724,1.06359296,11.84993765,13.1578919,2.098013452,17.59111844,19.11908106,1.535882003,6.681831665,9.874538251,1.246526807,18.67344255,0
75.68994412,3.33123141,93.51039,10.31394592,17.29763484,203.0772917,735.2869783,31.29966023,1001.608957,8.315083193,0.250294376,8.602681727,20.21252996,1.051676571,21.87350704,11.85671176,2.977297753,13.41042554,14.50793635,0.687715068,26.43999993,0.841953836,1.109693829,18.59091181,14.50793635,0.687715068,26.43999993,11.85671176,2.977297753,13.41042554,20.21252996,1.051676571,21.87350704,8.315083193,0.250294376,8.602681727,0
74.01456089,3.209258849,95.40370195,8.826937461,10.15233964,218.2961423,732.5047255,31.72700413,997.0304797,8.377760491,0.414161966,12.29927638,18.64501682,0.651955019,20.84376391,10.42662934,2.899606279,17.98216811,16.31125496,1.081866929,29.76575265,3.624206644,0.682349931,14.01243404,16.31125496,1.081866929,29.76575265,10.42662934,2.899606279,17.98216811,18.64501682,0.651955019,20.84376391,8.377760491,0.414161966,12.29927638,0
72.5562501,3.129232074,99.03518954,10.44843281,15.89894306,211.8717641,729.6983569,31.43467881,995.6901988,10.60078665,0.420004843,13.63126854,15.92089496,0.882048362,22.06640582,13.21846131,2.613973282,17.55361009,16.14988985,1.362703701,29.47699967,0.817838054,0.390024607,15.35271495,16.14988985,1.362703701,29.47699967,13.21846131,2.613973282,17.55361009,15.92089496,0.882048362,22.06640582,10.60078665,0.420004843,13.63126854,0
71.92424305,3.240352788,99.85416855,11.42921958,17.79730461,228.2805881,734.2622568,31.58426992,991.1293898,6.050105396,0.304474702,17.28974254,16.78478004,0.92908833,25.31797621,14.91074621,2.540287414,14.0396559,19.28027071,1.462770438,27.87105701,3.746061868,0.24043349,10.79190594,19.28027071,1.462770438,27.87105701,14.91074621,2.540287414,14.0396559,16.78478004,0.92908833,25.31797621,6.050105396,0.304474702,17.28974254,0
73.09701356,2.974845489,100.8837447,5.900117443,13.75469913,230.710805,746.8098644,31.395431,985.8948799,8.990006267,0.490891216,19.86204478,10.06898195,0.741069145,23.78600362,25.0849257,2.674798796,18.86058813,6.898041445,1.501389548,32.17171998,8.801545697,0.051594563,16.02641585,6.898041445,1.501389548,32.17171998,25.0849257,2.674798796,18.86058813,10.06898195,0.741069145,23.78600362,8.990006267,0.490891216,19.86204478,1
73.74173555,3.126350371,99.92324552,12.31814813,17.10210184,199.2551365,755.065486,30.61778934,966.4919946,17.18821489,1.23079438,27.82780538,2.723900733,0.955989587,5.094048936,20.20284351,2.028771306,27.43430979,14.91689304,1.918923762,12.88729089,0.545924059,0.829236215,3.37646942,14.91689304,1.918923762,12.88729089,20.20284351,2.028771306,27.43430979,2.723900733,0.955989587,5.094048936,17.18821489,1.23079438,27.82780538,1
73.45721738,3.281622236,101.8784668,9.327490523,23.44396333,219.7796514,753.1725923,30.27885087,961.7277152,15.80567097,1.482559443,28.91529725,4.567619339,1.27540697,3.202512257,21.57650023,1.930347964,23.36246979,16.30479101,1.587623002,16.55427249,1.346969702,0.490297741,1.387809964,16.30479101,1.587623002,16.55427249,21.57650023,1.930347964,23.36246979,4.567619339,1.27540697,3.202512257,15.80567097,1.482559443,28.91529725,1
74.50114556,3.130699972,101.286602,10.85097987,14.68697162,231.218615,746.3409193,31.65341146,970.5646102,16.25141422,1.710380591,32.76381444,8.727176805,1.855599096,5.651454159,16.05120317,0.580344024,27.18502138,16.14398576,0.616496283,21.25690627,5.484703308,0.884262848,10.22470498,16.14398576,0.616496283,21.25690627,16.05120317,0.580344024,27.18502138,8.727176805,1.855599096,5.651454159,16.25141422,1.710380591,32.76381444,1
74.57670205,3.105048038,99.55192739,12.39449385,16.17992115,218.1332104,746.279145,31.18694136,976.4691707,16.30009404,1.282693446,38.33495644,8.713255253,1.463148834,9.189040567,16.02550919,0.47084126,21.58445789,16.09898608,0.929016025,21.36387359,5.422929017,1.350732945,4.320144528,16.09898608,0.929016025,21.36387359,16.02550919,0.47084126,21.58445789,8.713255253,1.463148834,9.189040567,16.30009404,1.282693446,38.33495644,0
72.84265782,3.312090272,98.25429505,7.256652606,12.78582875,227.2906365,759.9720714,30.31158852,976.853163,2.655366152,0.437289868,38.69998064,22.38447742,1.938190619,9.075269923,2.871024923,0.407651181,21.56907525,3.062799202,0.053673356,21.09414595,8.269997395,0.475380102,4.704136803,3.062799202,0.053673356,21.09414595,2.871024923,0.407651181,21.56907525,22.38447742,1.938190619,9.075269923,2.655366152,0.437289868,38.69998064,0
73.11071582,3.190503614,98.30263243,8.581117995,15.54375349,223.5116547,755.9557804,31.01021922,977.1111599,6.531313928,0.982730334,38.85220459,21.34629684,1.350145237,8.817421977,5.713936838,0.883389132,21.81692989,1.022457719,0.655302156,21.34846285,12.28628843,0.223250604,4.446139828,1.022457719,0.655302156,21.34846285,5.713936838,0.883389132,21.81692989,21.34629684,1.350145237,8.817421977,6.531313928,0.982730334,38.85220459,0
75.9047555,2.997463963,95.30050922,9.422902608,16.38081487,223.4166023,756.9528969,29.38804615,984.4087442,5.876184804,1.400704834,39.570692,20.4697931,1.677787286,9.32939022,6.46806411,1.725141645,18.73662897,1.796667978,2.199423228,15.16074198,13.28340495,1.845423681,11.7437241,1.796667978,2.199423228,15.16074198,6.46806411,1.725141645,18.73662897,20.4697931,1.677787286,9.32939022,5.876184804,1.400704834,39.570692,0
76.51195165,2.992857896,92.01179697,8.432492958,15.58452702,217.2868502,754.805832,29.7154139,994.8945576,6.308831264,1.073406675,36.39068961,22.09176202,1.864347761,19.74958275,6.082836728,1.685417644,11.49727274,3.35781974,2.44037322,20.58205331,15.43046982,2.172791438,1.257910711,3.35781974,2.44037322,20.58205331,6.082836728,1.685417644,11.49727274,22.09176202,1.864347761,19.74958275,6.308831264,1.073406675,36.39068961,0
76.05781641,2.950722136,92.79361565,13.46987315,11.94091404,207.834192,745.7664174,28.71522013,996.8996004,9.630598709,1.979641437,34.97789756,20.64280187,0.997095629,20.314781,14.95289492,0.780301246,13.48194955,8.183458725,2.853431941,20.37466034,6.391055254,3.17298521,3.262953469,8.183458725,2.853431941,20.37466034,14.95289492,0.780301246,13.48194955,20.64280187,0.997095629,20.314781,9.630598709,1.979641437,34.97789756,1
76.42552603,3.018592019,95.85862699,8.286455812,15.61908531,208.7846985,744.6740489,28.80915224,1013.011933,9.963281569,1.925869657,19.34599532,19.6271785,0.962651776,12.25605091,14.52450525,0.704471982,19.04000552,7.129718187,2.851603739,17.84597368,7.483423755,3.266917317,12.84937926,7.129718187,2.851603739,17.84597368,14.52450525,0.704471982,19.04000552,19.6271785,0.962651776,12.25605091,9.963281569,1.925869657,19.34599532,0
76.14511317,3.046884658,96.99120171,8.888906441,19.38658782,227.0935251,746.7988485,28.58512897,1015.376925,10.72001215,1.930230616,17.09881194,21.06086393,1.18665095,10.02703956,16.22842143,0.810133414,16.98528098,6.071327019,2.725389711,18.76972894,9.608223302,3.49094058,10.48438724,6.071327019,2.725389711,18.76972894,16.22842143,0.810133414,16.98528098,21.06086393,1.18665095,10.02703956,10.72001215,1.930230616,17.09881194,0
76.08965878,3.06485374,100.0701234,10.40877806,16.34590729,220.1945826,750.6348855,27.95056527,995.7509623,14.22799892,1.687136748,32.54337456,19.59410218,1.502410061,27.14707669,13.39609496,0.278975219,28.81723303,6.317883491,3.323501699,37.28460284,5.772186294,2.856376878,9.141575609,6.317883491,3.323501699,37.28460284,13.39609496,0.278975219,28.81723303,19.59410218,1.502410061,27.14707669,14.22799892,1.687136748,32.54337456,0
74.67920442,3.209185948,103.410435,7.595700948,17.88596157,218.6148776,757.1986119,27.94461415,985.6642788,20.62813207,1.682659258,38.37899627,13.03094475,1.499356623,29.20396009,11.63837629,0.275011058,21.63764684,10.18602609,3.317855475,28.23027903,12.33591266,2.862327994,0.94510782,10.18602609,3.317855475,28.23027903,11.63837629,0.275011058,21.63764684,13.03094475,1.499356623,29.20396009,20.62813207,1.682659258,38.37899627,0
75.33276297,2.926887093,104.0881332,9.208638576,14.28896409,215.7610996,757.3504748,27.43896348,997.2661469,20.73275247,1.180060164,38.96438369,12.98248562,1.012407602,38.84581486,11.78317685,0.765987258,29.88882636,10.03418242,3.635294103,25.86082511,12.18404969,2.356677316,12.54697589,10.03418242,3.635294103,25.86082511,11.78317685,0.765987258,29.88882636,12.98248562,1.012407602,38.84581486,20.73275247,1.180060164,38.96438369,0
74.53564037,2.924490761,103.1202845,10.63490652,17.24970072,216.9481115,749.2471504,27.79752258,1004.592402,21.22524736,1.504984427,44.63928214,8.038656347,1.067451064,44.46147848,17.75424565,0.89950604,24.32856005,5.767824085,3.690417824,22.28123714,4.080725286,1.998118209,5.220720982,5.767824085,3.690417824,22.28123714,17.75424565,0.89950604,24.32856005,8.038656347,1.067451064,44.46147848,21.22524736,1.504984427,44.63928214,1
